OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,224,224,3,3,2,2,1,1,1,1,sta,21842
64,8,224,224,3,3,2,2,1,1,1,1,dyn,21836
64,32,112,112,3,3,2,2,1,1,1,1,sta,21839
64,32,112,112,3,3,2,2,1,1,1,1,dyn,21890
64,64,56,56,1,1,1,1,0,0,0,0,sta,5011
64,64,56,56,1,1,1,1,0,0,0,0,dyn,5011
64,64,56,56,3,3,1,1,1,1,1,1,sta,43480
64,64,56,56,3,3,1,1,1,1,1,1,dyn,43626
64,32,56,56,1,1,1,1,0,0,0,0,sta,3329
64,32,56,56,1,1,1,1,0,0,0,0,dyn,3329
64,64,56,56,3,3,1,1,1,1,1,1,sta,43483
64,64,56,56,3,3,1,1,1,1,1,1,dyn,43596
64,192,56,56,1,1,1,1,0,0,0,0,sta,14624
64,192,56,56,1,1,1,1,0,0,0,0,dyn,14648
64,64,56,56,3,3,1,1,1,1,1,1,sta,43483
64,64,56,56,3,3,1,1,1,1,1,1,dyn,43596
64,64,56,56,1,1,1,1,0,0,0,0,sta,5007
64,64,56,56,1,1,1,1,0,0,0,0,dyn,5001
64,64,56,56,3,3,1,1,1,1,1,1,sta,43481
64,64,56,56,3,3,1,1,1,1,1,1,dyn,43594
64,32,56,56,1,1,1,1,0,0,0,0,sta,3329
64,32,56,56,1,1,1,1,0,0,0,0,dyn,3329
64,64,56,56,3,3,1,1,1,1,1,1,sta,43480
64,64,56,56,3,3,1,1,1,1,1,1,dyn,43610
128,256,56,56,1,1,1,1,0,0,0,0,sta,38671
128,256,56,56,1,1,1,1,0,0,0,0,dyn,38771
128,128,56,56,3,3,2,2,1,1,1,1,sta,44366
128,128,56,56,3,3,2,2,1,1,1,1,dyn,44917
128,128,28,28,1,1,1,1,0,0,0,0,sta,5113
128,128,28,28,1,1,1,1,0,0,0,0,dyn,5145
64,128,28,28,3,3,1,1,1,1,1,1,sta,22283
64,128,28,28,3,3,1,1,1,1,1,1,dyn,22533
128,64,28,28,1,1,1,1,0,0,0,0,sta,2654
128,64,28,28,1,1,1,1,0,0,0,0,dyn,2665
64,128,28,28,3,3,1,1,1,1,1,1,sta,22281
64,128,28,28,3,3,1,1,1,1,1,1,dyn,22567
128,384,28,28,1,1,1,1,0,0,0,0,sta,14926
128,384,28,28,1,1,1,1,0,0,0,0,dyn,15133
128,128,28,28,3,3,1,1,1,1,1,1,sta,44367
128,128,28,28,3,3,1,1,1,1,1,1,dyn,44922
128,128,28,28,1,1,1,1,0,0,0,0,sta,5103
128,128,28,28,1,1,1,1,0,0,0,0,dyn,5148
64,128,28,28,3,3,1,1,1,1,1,1,sta,22284
64,128,28,28,3,3,1,1,1,1,1,1,dyn,22532
128,64,28,28,1,1,1,1,0,0,0,0,sta,2655
128,64,28,28,1,1,1,1,0,0,0,0,dyn,2665
64,128,28,28,3,3,1,1,1,1,1,1,sta,22281
64,128,28,28,3,3,1,1,1,1,1,1,dyn,22533
128,512,28,28,1,1,1,1,0,0,0,0,sta,19827
128,512,28,28,1,1,1,1,0,0,0,0,dyn,20053
128,128,28,28,3,3,1,1,1,1,1,1,sta,44369
128,128,28,28,3,3,1,1,1,1,1,1,dyn,44918
128,128,28,28,1,1,1,1,0,0,0,0,sta,5104
