OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,299,299,3,3,2,2,0,0,0,0,sta,14973
64,8,299,299,3,3,2,2,0,0,0,0,dyn,14973
64,32,149,149,3,3,1,1,0,0,0,0,sta,46269
64,32,149,149,3,3,1,1,0,0,0,0,dyn,46270
64,32,147,147,3,3,1,1,1,1,1,1,sta,46269
64,32,147,147,3,3,1,1,1,1,1,1,dyn,46270
128,64,147,147,3,3,2,2,0,0,0,0,sta,45872
128,64,147,147,3,3,2,2,0,0,0,0,dyn,46153
64,160,73,73,1,1,1,1,0,0,0,0,sta,7094
64,160,73,73,1,1,1,1,0,0,0,0,dyn,7094
64,160,73,73,1,1,1,1,0,0,0,0,sta,7094
64,160,73,73,1,1,1,1,0,0,0,0,dyn,7093
128,64,73,73,3,3,1,1,0,0,0,0,sta,43423
128,64,73,73,3,3,1,1,0,0,0,0,dyn,43678
64,64,73,73,1,7,1,1,3,3,0,0,sta,18034
64,64,73,73,1,7,1,1,3,3,0,0,dyn,18171
64,64,73,73,7,1,1,1,0,0,3,3,sta,18034
64,64,73,73,7,1,1,1,0,0,3,3,dyn,18081
128,64,73,73,3,3,1,1,0,0,0,0,sta,43423
128,64,73,73,3,3,1,1,0,0,0,0,dyn,43678
192,192,71,71,3,3,2,2,0,0,0,0,sta,47904
192,192,71,71,3,3,2,2,0,0,0,0,dyn,49438
128,384,35,35,1,1,1,1,0,0,0,0,sta,7382
128,384,35,35,1,1,1,1,0,0,0,0,dyn,7515
64,384,35,35,1,1,1,1,0,0,0,0,sta,4065
64,384,35,35,1,1,1,1,0,0,0,0,dyn,4065
64,384,35,35,1,1,1,1,0,0,0,0,sta,4065
64,384,35,35,1,1,1,1,0,0,0,0,dyn,4065
128,64,35,35,3,3,1,1,1,1,1,1,sta,10896
128,64,35,35,3,3,1,1,1,1,1,1,dyn,11186
128,64,35,35,3,3,1,1,1,1,1,1,sta,10896
128,64,35,35,3,3,1,1,1,1,1,1,dyn,11151
128,384,35,35,1,1,1,1,0,0,0,0,sta,7382
128,384,35,35,1,1,1,1,0,0,0,0,dyn,7515
128,96,35,35,3,3,1,1,1,1,1,1,sta,16182
128,96,35,35,3,3,1,1,1,1,1,1,dyn,16637
128,384,35,35,1,1,1,1,0,0,0,0,sta,7382
128,384,35,35,1,1,1,1,0,0,0,0,dyn,7515
64,384,35,35,1,1,1,1,0,0,0,0,sta,4065
64,384,35,35,1,1,1,1,0,0,0,0,dyn,4065
64,384,35,35,1,1,1,1,0,0,0,0,sta,4065
64,384,35,35,1,1,1,1,0,0,0,0,dyn,4065
128,64,35,35,3,3,1,1,1,1,1,1,sta,10896
128,64,35,35,3,3,1,1,1,1,1,1,dyn,11185
128,64,35,35,3,3,1,1,1,1,1,1,sta,10896
128,64,35,35,3,3,1,1,1,1,1,1,dyn,11184
128,384,35,35,1,1,1,1,0,0,0,0,sta,7382
128,384,35,35,1,1,1,1,0,0,0,0,dyn,7514
128,96,35,35,3,3,1,1,1,1,1,1,sta,16182
128,96,35,35,3,3,1,1,1,1,1,1,dyn,16638
128,384,35,35,1,1,1,1,0,0,0,0,sta,7382
