OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,224,224,3,3,2,2,0,0,0,0,sta,21509
64,8,224,224,3,3,2,2,0,0,0,0,dyn,21503
64,64,55,55,1,1,1,1,0,0,0,0,sta,4860
64,64,55,55,1,1,1,1,0,0,0,0,dyn,4855
64,32,55,55,1,1,1,1,0,0,0,0,sta,3233
64,32,55,55,1,1,1,1,0,0,0,0,dyn,3233
64,16,55,55,3,3,1,1,1,1,1,1,sta,10688
64,16,55,55,3,3,1,1,1,1,1,1,dyn,10702
64,192,55,55,1,1,1,1,0,0,0,0,sta,14185
64,192,55,55,1,1,1,1,0,0,0,0,dyn,14208
64,32,55,55,1,1,1,1,0,0,0,0,sta,3233
64,32,55,55,1,1,1,1,0,0,0,0,dyn,3265
64,16,55,55,3,3,1,1,1,1,1,1,sta,10687
64,16,55,55,3,3,1,1,1,1,1,1,dyn,10707
64,192,27,27,1,1,1,1,0,0,0,0,sta,3583
64,192,27,27,1,1,1,1,0,0,0,0,dyn,3609
128,32,27,27,1,1,1,1,0,0,0,0,sta,1665
128,32,27,27,1,1,1,1,0,0,0,0,dyn,1665
128,32,27,27,3,3,1,1,1,1,1,1,sta,10356
128,32,27,27,3,3,1,1,1,1,1,1,dyn,10472
64,384,27,27,1,1,1,1,0,0,0,0,sta,6972
64,384,27,27,1,1,1,1,0,0,0,0,dyn,7086
128,32,27,27,1,1,1,1,0,0,0,0,sta,1665
128,32,27,27,1,1,1,1,0,0,0,0,dyn,1665
128,32,27,27,3,3,1,1,1,1,1,1,sta,10355
128,32,27,27,3,3,1,1,1,1,1,1,dyn,10470
64,384,13,13,1,1,1,1,0,0,0,0,sta,1965
64,384,13,13,1,1,1,1,0,0,0,0,dyn,2069
192,48,13,13,1,1,1,1,0,0,0,0,sta,862
192,48,13,13,1,1,1,1,0,0,0,0,dyn,875
192,48,13,13,3,3,1,1,1,1,1,1,sta,6160
192,48,13,13,3,3,1,1,1,1,1,1,dyn,6474
64,576,13,13,1,1,1,1,0,0,0,0,sta,2849
64,576,13,13,1,1,1,1,0,0,0,0,dyn,2964
192,48,13,13,1,1,1,1,0,0,0,0,sta,862
192,48,13,13,1,1,1,1,0,0,0,0,dyn,874
192,48,13,13,3,3,1,1,1,1,1,1,sta,6161
192,48,13,13,3,3,1,1,1,1,1,1,dyn,6475
64,576,13,13,1,1,1,1,0,0,0,0,sta,2853
64,576,13,13,1,1,1,1,0,0,0,0,dyn,2967
256,64,13,13,1,1,1,1,0,0,0,0,sta,1379
256,64,13,13,1,1,1,1,0,0,0,0,dyn,1415
256,64,13,13,3,3,1,1,1,1,1,1,sta,10797
256,64,13,13,3,3,1,1,1,1,1,1,dyn,11351
64,768,13,13,1,1,1,1,0,0,0,0,sta,3733
64,768,13,13,1,1,1,1,0,0,0,0,dyn,3926
256,64,13,13,1,1,1,1,0,0,0,0,sta,1377
256,64,13,13,1,1,1,1,0,0,0,0,dyn,1417
256,64,13,13,3,3,1,1,1,1,1,1,sta,10805
256,64,13,13,3,3,1,1,1,1,1,1,dyn,11353
1024,768,13,13,1,1,1,1,0,0,0,0,sta,56733
1024,768,13,13,1,1,1,1,0,0,0,0,dyn,59787
