OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
128,8,224,224,3,3,2,2,1,1,1,1,sta,12820
128,8,224,224,3,3,2,2,1,1,1,1,dyn,12859
128,32,112,112,3,3,2,2,1,1,1,1,sta,10250
128,32,112,112,3,3,2,2,1,1,1,1,dyn,10617
128,64,56,56,1,1,1,1,0,0,0,0,sta,3406
128,64,56,56,1,1,1,1,0,0,0,0,dyn,3434
128,64,56,56,3,3,1,1,1,1,1,1,sta,20211
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20905
128,64,56,56,1,1,1,1,0,0,0,0,sta,3406
128,64,56,56,1,1,1,1,0,0,0,0,dyn,3437
128,64,56,56,3,3,1,1,1,1,1,1,sta,20212
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20905
128,192,56,56,1,1,1,1,0,0,0,0,sta,6930
128,192,56,56,1,1,1,1,0,0,0,0,dyn,7124
128,64,56,56,3,3,1,1,1,1,1,1,sta,20211
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20966
128,64,56,56,1,1,1,1,0,0,0,0,sta,3406
128,64,56,56,1,1,1,1,0,0,0,0,dyn,3434
128,64,56,56,3,3,1,1,1,1,1,1,sta,20211
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20953
128,64,56,56,1,1,1,1,0,0,0,0,sta,3406
128,64,56,56,1,1,1,1,0,0,0,0,dyn,3434
128,64,56,56,3,3,1,1,1,1,1,1,sta,20212
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20938
128,256,56,56,1,1,1,1,0,0,0,0,sta,9143
128,256,56,56,1,1,1,1,0,0,0,0,dyn,9422
256,128,56,56,3,3,2,2,1,1,1,1,sta,21431
256,128,56,56,3,3,2,2,1,1,1,1,dyn,24512
256,144,28,28,1,1,1,1,0,0,0,0,sta,2931
256,144,28,28,1,1,1,1,0,0,0,0,dyn,3251
128,144,28,28,3,3,1,1,1,1,1,1,sta,12181
128,144,28,28,3,3,1,1,1,1,1,1,dyn,13841
256,72,28,28,1,1,1,1,0,0,0,0,sta,1940
256,72,28,28,1,1,1,1,0,0,0,0,dyn,2059
128,144,28,28,3,3,1,1,1,1,1,1,sta,12182
128,144,28,28,3,3,1,1,1,1,1,1,dyn,13839
256,432,28,28,1,1,1,1,0,0,0,0,sta,8217
256,432,28,28,1,1,1,1,0,0,0,0,dyn,9284
256,144,28,28,3,3,1,1,1,1,1,1,sta,24074
256,144,28,28,3,3,1,1,1,1,1,1,dyn,27490
256,144,28,28,1,1,1,1,0,0,0,0,sta,2931
256,144,28,28,1,1,1,1,0,0,0,0,dyn,3252
128,144,28,28,3,3,1,1,1,1,1,1,sta,12181
128,144,28,28,3,3,1,1,1,1,1,1,dyn,13839
256,72,28,28,1,1,1,1,0,0,0,0,sta,1940
256,72,28,28,1,1,1,1,0,0,0,0,dyn,2061
128,144,28,28,3,3,1,1,1,1,1,1,sta,12181
128,144,28,28,3,3,1,1,1,1,1,1,dyn,13884
384,576,28,28,1,1,1,1,0,0,0,0,sta,16146
384,576,28,28,1,1,1,1,0,0,0,0,dyn,18398
384,288,28,28,3,3,2,2,1,1,1,1,sta,22245
384,288,28,28,3,3,2,2,1,1,1,1,dyn,32532
384,304,14,14,1,1,1,1,0,0,0,0,sta,2864
384,304,14,14,1,1,1,1,0,0,0,0,dyn,4027
256,304,14,14,3,3,1,1,1,1,1,1,sta,15739
256,304,14,14,3,3,1,1,1,1,1,1,dyn,22972
384,152,14,14,1,1,1,1,0,0,0,0,sta,1576
384,152,14,14,1,1,1,1,0,0,0,0,dyn,2114
256,304,14,14,3,3,1,1,1,1,1,1,sta,15739
256,304,14,14,3,3,1,1,1,1,1,1,dyn,22978
384,912,14,14,1,1,1,1,0,0,0,0,sta,8014
384,912,14,14,1,1,1,1,0,0,0,0,dyn,11603
384,304,14,14,3,3,1,1,1,1,1,1,sta,23464
384,304,14,14,3,3,1,1,1,1,1,1,dyn,34305
384,304,14,14,1,1,1,1,0,0,0,0,sta,2864
384,304,14,14,1,1,1,1,0,0,0,0,dyn,4056
256,304,14,14,3,3,1,1,1,1,1,1,sta,15739
256,304,14,14,3,3,1,1,1,1,1,1,dyn,22940
384,152,14,14,1,1,1,1,0,0,0,0,sta,1576
384,152,14,14,1,1,1,1,0,0,0,0,dyn,2146
256,304,14,14,3,3,1,1,1,1,1,1,sta,15739
256,304,14,14,3,3,1,1,1,1,1,1,dyn,23013
512,1216,14,14,1,1,1,1,0,0,0,0,sta,14022
512,1216,14,14,1,1,1,1,0,0,0,0,dyn,20452
1024,480,14,14,3,3,2,2,1,1,1,1,sta,24684
1024,480,14,14,3,3,2,2,1,1,1,1,dyn,70610
1024,960,7,7,3,3,1,1,1,1,1,1,sta,49079
1024,960,7,7,3,3,1,1,1,1,1,1,dyn,140962
1280,1024,7,7,3,3,2,2,1,1,1,1,sta,65343
1280,1024,7,7,3,3,2,2,1,1,1,1,dyn,187879
1024,1280,4,4,1,1,1,1,0,0,0,0,sta,7517
1024,1280,4,4,1,1,1,1,0,0,0,0,dyn,21106
