OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,224,224,3,3,2,2,1,1,1,1,sta,7102
64,8,224,224,3,3,2,2,1,1,1,1,dyn,7102
64,64,112,112,3,3,1,1,1,1,1,1,sta,53588
64,64,112,112,3,3,1,1,1,1,1,1,dyn,53723
128,64,112,112,3,3,2,2,1,1,1,1,sta,27160
128,64,112,112,3,3,2,2,1,1,1,1,dyn,27473
64,128,56,56,3,3,1,1,1,1,1,1,sta,27160
64,128,56,56,3,3,1,1,1,1,1,1,dyn,27414
64,64,56,56,3,3,1,1,1,1,1,1,sta,13742
64,64,56,56,3,3,1,1,1,1,1,1,dyn,13827
64,64,56,56,3,3,1,1,1,1,1,1,sta,13742
64,64,56,56,3,3,1,1,1,1,1,1,dyn,13827
64,64,56,56,3,3,1,1,1,1,1,1,sta,13742
64,64,56,56,3,3,1,1,1,1,1,1,dyn,13827
64,64,56,56,3,3,1,1,1,1,1,1,sta,13742
64,64,56,56,3,3,1,1,1,1,1,1,dyn,13859
128,576,56,56,1,1,1,1,0,0,0,0,sta,27178
128,576,56,56,1,1,1,1,0,0,0,0,dyn,27452
128,128,28,28,3,3,1,1,1,1,1,1,sta,14962
128,128,28,28,3,3,1,1,1,1,1,1,dyn,15590
128,80,28,28,3,3,1,1,1,1,1,1,sta,9473
128,80,28,28,3,3,1,1,1,1,1,1,dyn,9848
128,80,28,28,3,3,1,1,1,1,1,1,sta,9473
128,80,28,28,3,3,1,1,1,1,1,1,dyn,9813
128,80,28,28,3,3,1,1,1,1,1,1,sta,9473
128,80,28,28,3,3,1,1,1,1,1,1,dyn,9813
128,80,28,28,3,3,1,1,1,1,1,1,sta,9473
128,80,28,28,3,3,1,1,1,1,1,1,dyn,9825
256,656,28,28,1,1,1,1,0,0,0,0,sta,17016
256,656,28,28,1,1,1,1,0,0,0,0,dyn,17763
128,256,14,14,3,3,1,1,1,1,1,1,sta,10083
128,256,14,14,3,3,1,1,1,1,1,1,dyn,11461
128,96,14,14,3,3,1,1,1,1,1,1,sta,3984
128,96,14,14,3,3,1,1,1,1,1,1,dyn,4441
128,96,14,14,3,3,1,1,1,1,1,1,sta,3984
128,96,14,14,3,3,1,1,1,1,1,1,dyn,4443
128,96,14,14,3,3,1,1,1,1,1,1,sta,3984
128,96,14,14,3,3,1,1,1,1,1,1,dyn,4481
128,96,14,14,3,3,1,1,1,1,1,1,sta,3984
128,96,14,14,3,3,1,1,1,1,1,1,dyn,4444
384,992,14,14,1,1,1,1,0,0,0,0,sta,12966
384,992,14,14,1,1,1,1,0,0,0,0,dyn,14696
128,384,7,7,3,3,1,1,1,1,1,1,sta,5204
128,384,7,7,3,3,1,1,1,1,1,1,dyn,7321
128,112,7,7,3,3,1,1,1,1,1,1,sta,1748
128,112,7,7,3,3,1,1,1,1,1,1,dyn,2293
128,112,7,7,3,3,1,1,1,1,1,1,sta,1748
128,112,7,7,3,3,1,1,1,1,1,1,dyn,2290
128,112,7,7,3,3,1,1,1,1,1,1,sta,1748
128,112,7,7,3,3,1,1,1,1,1,1,dyn,2296
128,112,7,7,3,3,1,1,1,1,1,1,sta,1748
128,112,7,7,3,3,1,1,1,1,1,1,dyn,2292
512,1328,7,7,1,1,1,1,0,0,0,0,sta,7824
512,1328,7,7,1,1,1,1,0,0,0,0,dyn,11074
