OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,224,224,3,3,1,1,1,1,1,1,sta,40111
64,8,224,224,3,3,1,1,1,1,1,1,dyn,40111
64,64,224,224,3,3,1,1,1,1,1,1,sta,319031
64,64,224,224,3,3,1,1,1,1,1,1,dyn,319218
128,64,112,112,3,3,1,1,1,1,1,1,sta,159648
128,64,112,112,3,3,1,1,1,1,1,1,dyn,159966
128,128,112,112,3,3,1,1,1,1,1,1,sta,319031
128,128,112,112,3,3,1,1,1,1,1,1,dyn,319689
256,128,56,56,3,3,1,1,1,1,1,1,sta,159648
256,128,56,56,3,3,1,1,1,1,1,1,dyn,161016
256,256,56,56,3,3,1,1,1,1,1,1,sta,319031
256,256,56,56,3,3,1,1,1,1,1,1,dyn,321899
512,256,28,28,3,3,1,1,1,1,1,1,sta,169407
512,256,28,28,3,3,1,1,1,1,1,1,dyn,175118
512,512,28,28,3,3,1,1,1,1,1,1,sta,338547
512,512,28,28,3,3,1,1,1,1,1,1,dyn,350002
512,512,14,14,3,3,1,1,1,1,1,1,sta,104353
512,512,14,14,3,3,1,1,1,1,1,1,dyn,115807
512,512,14,14,3,3,1,1,1,1,1,1,sta,104353
512,512,14,14,3,3,1,1,1,1,1,1,dyn,115796
