OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,224,224,3,3,2,2,1,1,1,1,sta,7102
64,8,224,224,3,3,2,2,1,1,1,1,dyn,7102
64,32,112,112,3,3,2,2,1,1,1,1,sta,7033
64,32,112,112,3,3,2,2,1,1,1,1,dyn,7034
64,64,56,56,1,1,1,1,0,0,0,0,sta,1939
64,64,56,56,1,1,1,1,0,0,0,0,dyn,1939
64,64,56,56,3,3,1,1,1,1,1,1,sta,13742
64,64,56,56,3,3,1,1,1,1,1,1,dyn,13829
64,32,56,56,1,1,1,1,0,0,0,0,sta,1883
64,32,56,56,1,1,1,1,0,0,0,0,dyn,1883
64,64,56,56,3,3,1,1,1,1,1,1,sta,13742
64,64,56,56,3,3,1,1,1,1,1,1,dyn,13829
64,192,56,56,1,1,1,1,0,0,0,0,sta,5101
64,192,56,56,1,1,1,1,0,0,0,0,dyn,5101
64,64,56,56,3,3,1,1,1,1,1,1,sta,13742
64,64,56,56,3,3,1,1,1,1,1,1,dyn,13826
64,64,56,56,1,1,1,1,0,0,0,0,sta,1939
64,64,56,56,1,1,1,1,0,0,0,0,dyn,1939
64,64,56,56,3,3,1,1,1,1,1,1,sta,13742
64,64,56,56,3,3,1,1,1,1,1,1,dyn,13827
64,32,56,56,1,1,1,1,0,0,0,0,sta,1883
64,32,56,56,1,1,1,1,0,0,0,0,dyn,1883
64,64,56,56,3,3,1,1,1,1,1,1,sta,13742
64,64,56,56,3,3,1,1,1,1,1,1,dyn,13827
128,256,56,56,1,1,1,1,0,0,0,0,sta,12255
128,256,56,56,1,1,1,1,0,0,0,0,dyn,12362
192,128,56,56,3,3,2,2,1,1,1,1,sta,22286
192,128,56,56,3,3,2,2,1,1,1,1,dyn,23279
192,144,28,28,1,1,1,1,0,0,0,0,sta,3069
192,144,28,28,1,1,1,1,0,0,0,0,dyn,3112
128,144,28,28,3,3,1,1,1,1,1,1,sta,16791
128,144,28,28,3,3,1,1,1,1,1,1,dyn,17516
192,72,28,28,1,1,1,1,0,0,0,0,sta,1697
192,72,28,28,1,1,1,1,0,0,0,0,dyn,1765
128,144,28,28,3,3,1,1,1,1,1,1,sta,16792
128,144,28,28,3,3,1,1,1,1,1,1,dyn,17504
192,432,28,28,1,1,1,1,0,0,0,0,sta,8570
192,432,28,28,1,1,1,1,0,0,0,0,dyn,8899
192,144,28,28,3,3,1,1,1,1,1,1,sta,25025
192,144,28,28,3,3,1,1,1,1,1,1,dyn,26156
192,144,28,28,1,1,1,1,0,0,0,0,sta,3069
192,144,28,28,1,1,1,1,0,0,0,0,dyn,3113
128,144,28,28,3,3,1,1,1,1,1,1,sta,16791
128,144,28,28,3,3,1,1,1,1,1,1,dyn,17542
192,72,28,28,1,1,1,1,0,0,0,0,sta,1697
192,72,28,28,1,1,1,1,0,0,0,0,dyn,1697
128,144,28,28,3,3,1,1,1,1,1,1,sta,16791
128,144,28,28,3,3,1,1,1,1,1,1,dyn,17544
320,576,28,28,1,1,1,1,0,0,0,0,sta,18639
320,576,28,28,1,1,1,1,0,0,0,0,dyn,19451
320,288,28,28,3,3,2,2,1,1,1,1,sta,27777
320,288,28,28,3,3,2,2,1,1,1,1,dyn,31761
320,304,14,14,1,1,1,1,0,0,0,0,sta,3550
320,304,14,14,1,1,1,1,0,0,0,0,dyn,3906
192,304,14,14,3,3,1,1,1,1,1,1,sta,17706
192,304,14,14,3,3,1,1,1,1,1,1,dyn,20174
320,152,14,14,1,1,1,1,0,0,0,0,sta,1934
320,152,14,14,1,1,1,1,0,0,0,0,dyn,2098
192,304,14,14,3,3,1,1,1,1,1,1,sta,17706
192,304,14,14,3,3,1,1,1,1,1,1,dyn,20245
320,912,14,14,1,1,1,1,0,0,0,0,sta,10014
320,912,14,14,1,1,1,1,0,0,0,0,dyn,11308
320,304,14,14,3,3,1,1,1,1,1,1,sta,29294
320,304,14,14,3,3,1,1,1,1,1,1,dyn,33480
320,304,14,14,1,1,1,1,0,0,0,0,sta,3550
320,304,14,14,1,1,1,1,0,0,0,0,dyn,3936
192,304,14,14,3,3,1,1,1,1,1,1,sta,17706
192,304,14,14,3,3,1,1,1,1,1,1,dyn,20175
320,152,14,14,1,1,1,1,0,0,0,0,sta,1934
320,152,14,14,1,1,1,1,0,0,0,0,dyn,2074
192,304,14,14,3,3,1,1,1,1,1,1,sta,17707
192,304,14,14,3,3,1,1,1,1,1,1,dyn,20174
512,1216,14,14,1,1,1,1,0,0,0,0,sta,20971
512,1216,14,14,1,1,1,1,0,0,0,0,dyn,23884
960,480,14,14,3,3,2,2,1,1,1,1,sta,46066
960,480,14,14,3,3,2,2,1,1,1,1,dyn,66206
1024,960,7,7,3,3,1,1,1,1,1,1,sta,97906
1024,960,7,7,3,3,1,1,1,1,1,1,dyn,141061
1280,1024,7,7,3,3,2,2,1,1,1,1,sta,130433
1280,1024,7,7,3,3,2,2,1,1,1,1,dyn,187905
1024,1280,4,4,1,1,1,1,0,0,0,0,sta,14781
1024,1280,4,4,1,1,1,1,0,0,0,0,dyn,21100
