OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,224,224,7,7,2,2,3,3,3,3,sta,118021
64,8,224,224,7,7,2,2,3,3,3,3,dyn,118095
256,64,56,56,1,1,1,1,0,0,0,0,sta,19437
256,64,56,56,1,1,1,1,0,0,0,0,dyn,19475
64,64,56,56,1,1,1,1,0,0,0,0,sta,5011
64,64,56,56,1,1,1,1,0,0,0,0,dyn,5003
64,64,56,56,3,3,1,1,1,1,1,1,sta,43479
64,64,56,56,3,3,1,1,1,1,1,1,dyn,43630
256,64,56,56,1,1,1,1,0,0,0,0,sta,19436
256,64,56,56,1,1,1,1,0,0,0,0,dyn,19475
64,256,56,56,1,1,1,1,0,0,0,0,sta,19436
64,256,56,56,1,1,1,1,0,0,0,0,dyn,19550
64,64,56,56,3,3,1,1,1,1,1,1,sta,43483
64,64,56,56,3,3,1,1,1,1,1,1,dyn,43631
256,64,56,56,1,1,1,1,0,0,0,0,sta,19436
256,64,56,56,1,1,1,1,0,0,0,0,dyn,19474
64,256,56,56,1,1,1,1,0,0,0,0,sta,19435
64,256,56,56,1,1,1,1,0,0,0,0,dyn,19475
64,64,56,56,3,3,1,1,1,1,1,1,sta,43480
64,64,56,56,3,3,1,1,1,1,1,1,dyn,43633
256,64,56,56,1,1,1,1,0,0,0,0,sta,19436
256,64,56,56,1,1,1,1,0,0,0,0,dyn,19477
512,256,56,56,1,1,2,2,0,0,0,0,sta,39508
512,256,56,56,1,1,2,2,0,0,0,0,dyn,39952
128,256,56,56,1,1,2,2,0,0,0,0,sta,10069
128,256,56,56,1,1,2,2,0,0,0,0,dyn,10115
128,128,28,28,3,3,1,1,1,1,1,1,sta,44369
128,128,28,28,3,3,1,1,1,1,1,1,dyn,44918
512,128,28,28,1,1,1,1,0,0,0,0,sta,19827
512,128,28,28,1,1,1,1,0,0,0,0,dyn,20099
128,512,28,28,1,1,1,1,0,0,0,0,sta,19832
128,512,28,28,1,1,1,1,0,0,0,0,dyn,20053
128,128,28,28,3,3,1,1,1,1,1,1,sta,44366
128,128,28,28,3,3,1,1,1,1,1,1,dyn,44916
512,128,28,28,1,1,1,1,0,0,0,0,sta,19827
512,128,28,28,1,1,1,1,0,0,0,0,dyn,20046
128,512,28,28,1,1,1,1,0,0,0,0,sta,19825
128,512,28,28,1,1,1,1,0,0,0,0,dyn,20082
128,128,28,28,3,3,1,1,1,1,1,1,sta,44366
128,128,28,28,3,3,1,1,1,1,1,1,dyn,44915
512,128,28,28,1,1,1,1,0,0,0,0,sta,19829
512,128,28,28,1,1,1,1,0,0,0,0,dyn,20046
128,512,28,28,1,1,1,1,0,0,0,0,sta,19832
128,512,28,28,1,1,1,1,0,0,0,0,dyn,20105
128,128,28,28,3,3,1,1,1,1,1,1,sta,44369
128,128,28,28,3,3,1,1,1,1,1,1,dyn,44919
512,128,28,28,1,1,1,1,0,0,0,0,sta,19825
512,128,28,28,1,1,1,1,0,0,0,0,dyn,20113
