OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
128,8,224,224,7,7,2,2,3,3,3,3,sta,54523
128,8,224,224,7,7,2,2,3,3,3,3,dyn,54978
256,64,56,56,1,1,1,1,0,0,0,0,sta,6542
256,64,56,56,1,1,1,1,0,0,0,0,dyn,6637
128,64,56,56,1,1,1,1,0,0,0,0,sta,3406
128,64,56,56,1,1,1,1,0,0,0,0,dyn,3435
128,64,56,56,3,3,1,1,1,1,1,1,sta,20212
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20905
256,64,56,56,1,1,1,1,0,0,0,0,sta,6542
256,64,56,56,1,1,1,1,0,0,0,0,dyn,6638
128,256,56,56,1,1,1,1,0,0,0,0,sta,9143
128,256,56,56,1,1,1,1,0,0,0,0,dyn,9422
128,64,56,56,3,3,1,1,1,1,1,1,sta,20212
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20905
256,64,56,56,1,1,1,1,0,0,0,0,sta,6542
256,64,56,56,1,1,1,1,0,0,0,0,dyn,6637
128,256,56,56,1,1,1,1,0,0,0,0,sta,9143
128,256,56,56,1,1,1,1,0,0,0,0,dyn,9422
128,64,56,56,3,3,1,1,1,1,1,1,sta,20211
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20905
256,64,56,56,1,1,1,1,0,0,0,0,sta,6542
256,64,56,56,1,1,1,1,0,0,0,0,dyn,6637
512,256,56,56,1,1,2,2,0,0,0,0,sta,9977
512,256,56,56,1,1,2,2,0,0,0,0,dyn,10991
128,256,56,56,1,1,2,2,0,0,0,0,sta,6627
128,256,56,56,1,1,2,2,0,0,0,0,dyn,6626
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12333
512,128,28,28,1,1,1,1,0,0,0,0,sta,4987
512,128,28,28,1,1,1,1,0,0,0,0,dyn,5632
128,512,28,28,1,1,1,1,0,0,0,0,sta,4987
128,512,28,28,1,1,1,1,0,0,0,0,dyn,5628
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12333
512,128,28,28,1,1,1,1,0,0,0,0,sta,4987
512,128,28,28,1,1,1,1,0,0,0,0,dyn,5631
128,512,28,28,1,1,1,1,0,0,0,0,sta,4987
128,512,28,28,1,1,1,1,0,0,0,0,dyn,5597
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12333
512,128,28,28,1,1,1,1,0,0,0,0,sta,4987
512,128,28,28,1,1,1,1,0,0,0,0,dyn,5673
128,512,28,28,1,1,1,1,0,0,0,0,sta,4987
128,512,28,28,1,1,1,1,0,0,0,0,dyn,5662
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12341
512,128,28,28,1,1,1,1,0,0,0,0,sta,4987
512,128,28,28,1,1,1,1,0,0,0,0,dyn,5597
128,512,28,28,1,1,1,1,0,0,0,0,sta,4987
128,512,28,28,1,1,1,1,0,0,0,0,dyn,5599
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12333
512,128,28,28,1,1,1,1,0,0,0,0,sta,4987
512,128,28,28,1,1,1,1,0,0,0,0,dyn,5598
128,512,28,28,1,1,1,1,0,0,0,0,sta,4987
128,512,28,28,1,1,1,1,0,0,0,0,dyn,5628
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12420
512,128,28,28,1,1,1,1,0,0,0,0,sta,4987
512,128,28,28,1,1,1,1,0,0,0,0,dyn,5648
128,512,28,28,1,1,1,1,0,0,0,0,sta,4987
128,512,28,28,1,1,1,1,0,0,0,0,dyn,5598
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12334
512,128,28,28,1,1,1,1,0,0,0,0,sta,4987
512,128,28,28,1,1,1,1,0,0,0,0,dyn,5597
128,512,28,28,1,1,1,1,0,0,0,0,sta,4987
128,512,28,28,1,1,1,1,0,0,0,0,dyn,5598
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12334
512,128,28,28,1,1,1,1,0,0,0,0,sta,4987
512,128,28,28,1,1,1,1,0,0,0,0,dyn,5665
1024,512,28,28,1,1,2,2,0,0,0,0,sta,12445
1024,512,28,28,1,1,2,2,0,0,0,0,dyn,17251
256,512,28,28,1,1,2,2,0,0,0,0,sta,4440
256,512,28,28,1,1,2,2,0,0,0,0,dyn,4501
256,256,14,14,3,3,1,1,1,1,1,1,sta,13299
256,256,14,14,3,3,1,1,1,1,1,1,dyn,19423
1024,256,14,14,1,1,1,1,0,0,0,0,sta,6071
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,8738
256,1024,14,14,1,1,1,1,0,0,0,0,sta,6071
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,8745
256,256,14,14,3,3,1,1,1,1,1,1,sta,13299
256,256,14,14,3,3,1,1,1,1,1,1,dyn,19380
1024,256,14,14,1,1,1,1,0,0,0,0,sta,6071
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,8745
256,1024,14,14,1,1,1,1,0,0,0,0,sta,6072
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,8790
256,256,14,14,3,3,1,1,1,1,1,1,sta,13299
256,256,14,14,3,3,1,1,1,1,1,1,dyn,19346
1024,256,14,14,1,1,1,1,0,0,0,0,sta,6071
