OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,224,224,7,7,2,2,3,3,3,3,sta,118024
64,8,224,224,7,7,2,2,3,3,3,3,dyn,118129
256,64,56,56,1,1,1,1,0,0,0,0,sta,19436
256,64,56,56,1,1,1,1,0,0,0,0,dyn,19475
64,64,56,56,1,1,1,1,0,0,0,0,sta,5008
64,64,56,56,1,1,1,1,0,0,0,0,dyn,5009
64,64,56,56,3,3,1,1,1,1,1,1,sta,43480
64,64,56,56,3,3,1,1,1,1,1,1,dyn,43598
256,64,56,56,1,1,1,1,0,0,0,0,sta,19437
256,64,56,56,1,1,1,1,0,0,0,0,dyn,19474
64,256,56,56,1,1,1,1,0,0,0,0,sta,19438
64,256,56,56,1,1,1,1,0,0,0,0,dyn,19472
64,64,56,56,3,3,1,1,1,1,1,1,sta,43483
64,64,56,56,3,3,1,1,1,1,1,1,dyn,43622
256,64,56,56,1,1,1,1,0,0,0,0,sta,19436
256,64,56,56,1,1,1,1,0,0,0,0,dyn,19473
64,256,56,56,1,1,1,1,0,0,0,0,sta,19436
64,256,56,56,1,1,1,1,0,0,0,0,dyn,19476
64,64,56,56,3,3,1,1,1,1,1,1,sta,43484
64,64,56,56,3,3,1,1,1,1,1,1,dyn,43622
256,64,56,56,1,1,1,1,0,0,0,0,sta,19435
256,64,56,56,1,1,1,1,0,0,0,0,dyn,19474
512,256,56,56,1,1,2,2,0,0,0,0,sta,39511
512,256,56,56,1,1,2,2,0,0,0,0,dyn,40006
128,256,56,56,1,1,2,2,0,0,0,0,sta,10068
128,256,56,56,1,1,2,2,0,0,0,0,dyn,10113
128,128,28,28,3,3,1,1,1,1,1,1,sta,44369
128,128,28,28,3,3,1,1,1,1,1,1,dyn,44919
512,128,28,28,1,1,1,1,0,0,0,0,sta,19826
512,128,28,28,1,1,1,1,0,0,0,0,dyn,20048
128,512,28,28,1,1,1,1,0,0,0,0,sta,19826
128,512,28,28,1,1,1,1,0,0,0,0,dyn,20082
128,128,28,28,3,3,1,1,1,1,1,1,sta,44369
128,128,28,28,3,3,1,1,1,1,1,1,dyn,44956
512,128,28,28,1,1,1,1,0,0,0,0,sta,19824
512,128,28,28,1,1,1,1,0,0,0,0,dyn,20073
128,512,28,28,1,1,1,1,0,0,0,0,sta,19827
128,512,28,28,1,1,1,1,0,0,0,0,dyn,20044
128,128,28,28,3,3,1,1,1,1,1,1,sta,44362
128,128,28,28,3,3,1,1,1,1,1,1,dyn,44920
512,128,28,28,1,1,1,1,0,0,0,0,sta,19828
512,128,28,28,1,1,1,1,0,0,0,0,dyn,20054
128,512,28,28,1,1,1,1,0,0,0,0,sta,19834
128,512,28,28,1,1,1,1,0,0,0,0,dyn,20054
128,128,28,28,3,3,1,1,1,1,1,1,sta,44367
128,128,28,28,3,3,1,1,1,1,1,1,dyn,44916
512,128,28,28,1,1,1,1,0,0,0,0,sta,19826
512,128,28,28,1,1,1,1,0,0,0,0,dyn,20080
1024,512,28,28,1,1,2,2,0,0,0,0,sta,44291
1024,512,28,28,1,1,2,2,0,0,0,0,dyn,46231
256,512,28,28,1,1,2,2,0,0,0,0,sta,11309
256,512,28,28,1,1,2,2,0,0,0,0,dyn,11685
256,256,14,14,3,3,1,1,1,1,1,1,sta,49665
256,256,14,14,3,3,1,1,1,1,1,1,dyn,51964
1024,256,14,14,1,1,1,1,0,0,0,0,sta,22179
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,23186
256,1024,14,14,1,1,1,1,0,0,0,0,sta,22174
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,23202
256,256,14,14,3,3,1,1,1,1,1,1,sta,49662
256,256,14,14,3,3,1,1,1,1,1,1,dyn,51969
1024,256,14,14,1,1,1,1,0,0,0,0,sta,22183
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,23185
256,1024,14,14,1,1,1,1,0,0,0,0,sta,22188
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,23262
256,256,14,14,3,3,1,1,1,1,1,1,sta,49666
256,256,14,14,3,3,1,1,1,1,1,1,dyn,51978
1024,256,14,14,1,1,1,1,0,0,0,0,sta,22186
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,23185
256,1024,14,14,1,1,1,1,0,0,0,0,sta,22182
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,23193
256,256,14,14,3,3,1,1,1,1,1,1,sta,49663
