OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
128,8,224,224,7,7,2,2,3,3,3,3,sta,54523
128,8,224,224,7,7,2,2,3,3,3,3,dyn,54978
256,64,56,56,1,1,1,1,0,0,0,0,sta,6542
256,64,56,56,1,1,1,1,0,0,0,0,dyn,6637
128,64,56,56,1,1,1,1,0,0,0,0,sta,3406
128,64,56,56,1,1,1,1,0,0,0,0,dyn,3436
128,64,56,56,3,3,1,1,1,1,1,1,sta,20211
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20905
256,64,56,56,1,1,1,1,0,0,0,0,sta,6542
256,64,56,56,1,1,1,1,0,0,0,0,dyn,6637
128,256,56,56,1,1,1,1,0,0,0,0,sta,9143
128,256,56,56,1,1,1,1,0,0,0,0,dyn,9421
128,64,56,56,3,3,1,1,1,1,1,1,sta,20211
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20986
256,64,56,56,1,1,1,1,0,0,0,0,sta,6542
256,64,56,56,1,1,1,1,0,0,0,0,dyn,6636
128,256,56,56,1,1,1,1,0,0,0,0,sta,9143
128,256,56,56,1,1,1,1,0,0,0,0,dyn,9422
128,64,56,56,3,3,1,1,1,1,1,1,sta,20211
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20978
256,64,56,56,1,1,1,1,0,0,0,0,sta,6542
256,64,56,56,1,1,1,1,0,0,0,0,dyn,6637
512,256,56,56,1,1,2,2,0,0,0,0,sta,9978
512,256,56,56,1,1,2,2,0,0,0,0,dyn,10993
128,256,56,56,1,1,2,2,0,0,0,0,sta,6626
128,256,56,56,1,1,2,2,0,0,0,0,dyn,6627
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12334
512,128,28,28,1,1,1,1,0,0,0,0,sta,4987
512,128,28,28,1,1,1,1,0,0,0,0,dyn,5597
128,512,28,28,1,1,1,1,0,0,0,0,sta,4987
128,512,28,28,1,1,1,1,0,0,0,0,dyn,5597
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12332
512,128,28,28,1,1,1,1,0,0,0,0,sta,4987
512,128,28,28,1,1,1,1,0,0,0,0,dyn,5597
128,512,28,28,1,1,1,1,0,0,0,0,sta,4987
128,512,28,28,1,1,1,1,0,0,0,0,dyn,5615
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12332
512,128,28,28,1,1,1,1,0,0,0,0,sta,4987
512,128,28,28,1,1,1,1,0,0,0,0,dyn,5660
128,512,28,28,1,1,1,1,0,0,0,0,sta,4987
128,512,28,28,1,1,1,1,0,0,0,0,dyn,5597
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12347
512,128,28,28,1,1,1,1,0,0,0,0,sta,4987
512,128,28,28,1,1,1,1,0,0,0,0,dyn,5598
1024,512,28,28,1,1,2,2,0,0,0,0,sta,12445
1024,512,28,28,1,1,2,2,0,0,0,0,dyn,17243
256,512,28,28,1,1,2,2,0,0,0,0,sta,4439
256,512,28,28,1,1,2,2,0,0,0,0,dyn,4490
256,256,14,14,3,3,1,1,1,1,1,1,sta,13300
256,256,14,14,3,3,1,1,1,1,1,1,dyn,19415
1024,256,14,14,1,1,1,1,0,0,0,0,sta,6071
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,8736
256,1024,14,14,1,1,1,1,0,0,0,0,sta,6071
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,8804
256,256,14,14,3,3,1,1,1,1,1,1,sta,13299
256,256,14,14,3,3,1,1,1,1,1,1,dyn,19394
1024,256,14,14,1,1,1,1,0,0,0,0,sta,6071
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,8736
256,1024,14,14,1,1,1,1,0,0,0,0,sta,6071
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,8736
256,256,14,14,3,3,1,1,1,1,1,1,sta,13300
256,256,14,14,3,3,1,1,1,1,1,1,dyn,19401
1024,256,14,14,1,1,1,1,0,0,0,0,sta,6071
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,8749
256,1024,14,14,1,1,1,1,0,0,0,0,sta,6071
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,8738
256,256,14,14,3,3,1,1,1,1,1,1,sta,13299
256,256,14,14,3,3,1,1,1,1,1,1,dyn,19378
1024,256,14,14,1,1,1,1,0,0,0,0,sta,6071
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,8737
256,1024,14,14,1,1,1,1,0,0,0,0,sta,6071
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,8743
256,256,14,14,3,3,1,1,1,1,1,1,sta,13300
256,256,14,14,3,3,1,1,1,1,1,1,dyn,19344
1024,256,14,14,1,1,1,1,0,0,0,0,sta,6071
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,8740
256,1024,14,14,1,1,1,1,0,0,0,0,sta,6071
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,8735
256,256,14,14,3,3,1,1,1,1,1,1,sta,13299
256,256,14,14,3,3,1,1,1,1,1,1,dyn,19378
1024,256,14,14,1,1,1,1,0,0,0,0,sta,6071
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,8753
256,1024,14,14,1,1,1,1,0,0,0,0,sta,6071
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,8739
256,256,14,14,3,3,1,1,1,1,1,1,sta,13299
256,256,14,14,3,3,1,1,1,1,1,1,dyn,19377
