OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
128,8,224,224,7,7,2,2,3,3,3,3,sta,54523
128,8,224,224,7,7,2,2,3,3,3,3,dyn,54978
128,64,56,56,3,3,1,1,1,1,1,1,sta,20211
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20905
128,64,56,56,3,3,1,1,1,1,1,1,sta,20211
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20905
128,64,56,56,3,3,1,1,1,1,1,1,sta,20212
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20905
128,64,56,56,3,3,1,1,1,1,1,1,sta,20212
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20949
128,64,56,56,1,1,2,2,0,0,0,0,sta,1892
128,64,56,56,1,1,2,2,0,0,0,0,dyn,1892
128,64,56,56,3,3,2,2,1,1,1,1,sta,5574
128,64,56,56,3,3,2,2,1,1,1,1,dyn,6305
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12384
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12333
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12329
256,128,28,28,1,1,2,2,0,0,0,0,sta,1323
256,128,28,28,1,1,2,2,0,0,0,0,dyn,1323
256,128,28,28,3,3,2,2,1,1,1,1,sta,6795
256,128,28,28,3,3,2,2,1,1,1,1,dyn,9789
256,256,14,14,3,3,1,1,1,1,1,1,sta,13299
256,256,14,14,3,3,1,1,1,1,1,1,dyn,19347
256,256,14,14,3,3,1,1,1,1,1,1,sta,13300
256,256,14,14,3,3,1,1,1,1,1,1,dyn,19390
256,256,14,14,3,3,1,1,1,1,1,1,sta,13299
256,256,14,14,3,3,1,1,1,1,1,1,dyn,19377
512,256,14,14,1,1,2,2,0,0,0,0,sta,1207
512,256,14,14,1,1,2,2,0,0,0,0,dyn,2319
512,256,14,14,3,3,2,2,1,1,1,1,sta,6794
512,256,14,14,3,3,2,2,1,1,1,1,dyn,19054
512,512,7,7,3,3,1,1,1,1,1,1,sta,13299
512,512,7,7,3,3,1,1,1,1,1,1,dyn,37783
512,512,7,7,3,3,1,1,1,1,1,1,sta,13299
512,512,7,7,3,3,1,1,1,1,1,1,dyn,37763
512,512,7,7,3,3,1,1,1,1,1,1,sta,13299
512,512,7,7,3,3,1,1,1,1,1,1,dyn,37760
