OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
128,8,224,224,7,7,2,2,3,3,3,3,sta,54523
128,8,224,224,7,7,2,2,3,3,3,3,dyn,55019
256,64,56,56,1,1,1,1,0,0,0,0,sta,6542
256,64,56,56,1,1,1,1,0,0,0,0,dyn,6704
128,64,56,56,1,1,1,1,0,0,0,0,sta,3406
128,64,56,56,1,1,1,1,0,0,0,0,dyn,3437
128,64,56,56,3,3,1,1,1,1,1,1,sta,20212
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20936
256,64,56,56,1,1,1,1,0,0,0,0,sta,6542
256,64,56,56,1,1,1,1,0,0,0,0,dyn,6637
128,256,56,56,1,1,1,1,0,0,0,0,sta,9143
128,256,56,56,1,1,1,1,0,0,0,0,dyn,9423
128,64,56,56,3,3,1,1,1,1,1,1,sta,20211
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20905
256,64,56,56,1,1,1,1,0,0,0,0,sta,6542
256,64,56,56,1,1,1,1,0,0,0,0,dyn,6636
128,256,56,56,1,1,1,1,0,0,0,0,sta,9143
128,256,56,56,1,1,1,1,0,0,0,0,dyn,9478
128,64,56,56,3,3,1,1,1,1,1,1,sta,20212
128,64,56,56,3,3,1,1,1,1,1,1,dyn,20937
256,64,56,56,1,1,1,1,0,0,0,0,sta,6542
256,64,56,56,1,1,1,1,0,0,0,0,dyn,6638
512,256,56,56,1,1,2,2,0,0,0,0,sta,9977
512,256,56,56,1,1,2,2,0,0,0,0,dyn,10990
128,256,56,56,1,1,2,2,0,0,0,0,sta,6626
128,256,56,56,1,1,2,2,0,0,0,0,dyn,6626
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12330
512,128,28,28,1,1,1,1,0,0,0,0,sta,4987
512,128,28,28,1,1,1,1,0,0,0,0,dyn,5597
128,512,28,28,1,1,1,1,0,0,0,0,sta,4987
128,512,28,28,1,1,1,1,0,0,0,0,dyn,5597
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12345
512,128,28,28,1,1,1,1,0,0,0,0,sta,4987
512,128,28,28,1,1,1,1,0,0,0,0,dyn,5675
128,512,28,28,1,1,1,1,0,0,0,0,sta,4987
128,512,28,28,1,1,1,1,0,0,0,0,dyn,5597
128,128,28,28,3,3,1,1,1,1,1,1,sta,10860
128,128,28,28,3,3,1,1,1,1,1,1,dyn,12388
512,128,28,28,1,1,1,1,0,0,0,0,sta,4987
512,128,28,28,1,1,1,1,0,0,0,0,dyn,5634
