OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,224,224,7,7,2,2,3,3,3,3,sta,118023
64,8,224,224,7,7,2,2,3,3,3,3,dyn,118165
256,64,56,56,1,1,1,1,0,0,0,0,sta,19436
256,64,56,56,1,1,1,1,0,0,0,0,dyn,19476
64,64,56,56,1,1,1,1,0,0,0,0,sta,5011
64,64,56,56,1,1,1,1,0,0,0,0,dyn,5008
64,64,56,56,3,3,1,1,1,1,1,1,sta,43483
64,64,56,56,3,3,1,1,1,1,1,1,dyn,43639
256,64,56,56,1,1,1,1,0,0,0,0,sta,19437
256,64,56,56,1,1,1,1,0,0,0,0,dyn,19474
64,256,56,56,1,1,1,1,0,0,0,0,sta,19436
64,256,56,56,1,1,1,1,0,0,0,0,dyn,19475
64,64,56,56,3,3,1,1,1,1,1,1,sta,43479
64,64,56,56,3,3,1,1,1,1,1,1,dyn,43681
256,64,56,56,1,1,1,1,0,0,0,0,sta,19437
256,64,56,56,1,1,1,1,0,0,0,0,dyn,19474
64,256,56,56,1,1,1,1,0,0,0,0,sta,19437
64,256,56,56,1,1,1,1,0,0,0,0,dyn,19473
64,64,56,56,3,3,1,1,1,1,1,1,sta,43481
64,64,56,56,3,3,1,1,1,1,1,1,dyn,43655
256,64,56,56,1,1,1,1,0,0,0,0,sta,19436
256,64,56,56,1,1,1,1,0,0,0,0,dyn,19547
512,256,56,56,1,1,2,2,0,0,0,0,sta,39509
512,256,56,56,1,1,2,2,0,0,0,0,dyn,39949
128,256,56,56,1,1,2,2,0,0,0,0,sta,10068
128,256,56,56,1,1,2,2,0,0,0,0,dyn,10162
128,128,28,28,3,3,1,1,1,1,1,1,sta,44362
128,128,28,28,3,3,1,1,1,1,1,1,dyn,44981
512,128,28,28,1,1,1,1,0,0,0,0,sta,19827
512,128,28,28,1,1,1,1,0,0,0,0,dyn,20045
128,512,28,28,1,1,1,1,0,0,0,0,sta,19826
128,512,28,28,1,1,1,1,0,0,0,0,dyn,20052
128,128,28,28,3,3,1,1,1,1,1,1,sta,44361
128,128,28,28,3,3,1,1,1,1,1,1,dyn,44923
512,128,28,28,1,1,1,1,0,0,0,0,sta,19826
512,128,28,28,1,1,1,1,0,0,0,0,dyn,20077
128,512,28,28,1,1,1,1,0,0,0,0,sta,19833
128,512,28,28,1,1,1,1,0,0,0,0,dyn,20053
128,128,28,28,3,3,1,1,1,1,1,1,sta,44362
128,128,28,28,3,3,1,1,1,1,1,1,dyn,44921
512,128,28,28,1,1,1,1,0,0,0,0,sta,19826
512,128,28,28,1,1,1,1,0,0,0,0,dyn,20123
128,512,28,28,1,1,1,1,0,0,0,0,sta,19827
128,512,28,28,1,1,1,1,0,0,0,0,dyn,20044
128,128,28,28,3,3,1,1,1,1,1,1,sta,44368
128,128,28,28,3,3,1,1,1,1,1,1,dyn,44916
512,128,28,28,1,1,1,1,0,0,0,0,sta,19826
512,128,28,28,1,1,1,1,0,0,0,0,dyn,20046
1024,512,28,28,1,1,2,2,0,0,0,0,sta,44288
1024,512,28,28,1,1,2,2,0,0,0,0,dyn,46201
256,512,28,28,1,1,2,2,0,0,0,0,sta,11309
256,512,28,28,1,1,2,2,0,0,0,0,dyn,11681
256,256,14,14,3,3,1,1,1,1,1,1,sta,49664
256,256,14,14,3,3,1,1,1,1,1,1,dyn,51987
1024,256,14,14,1,1,1,1,0,0,0,0,sta,22177
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,23179
256,1024,14,14,1,1,1,1,0,0,0,0,sta,22186
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,23191
256,256,14,14,3,3,1,1,1,1,1,1,sta,49664
256,256,14,14,3,3,1,1,1,1,1,1,dyn,51973
1024,256,14,14,1,1,1,1,0,0,0,0,sta,22183
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,23187
256,1024,14,14,1,1,1,1,0,0,0,0,sta,22188
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,23269
256,256,14,14,3,3,1,1,1,1,1,1,sta,49663
256,256,14,14,3,3,1,1,1,1,1,1,dyn,51980
1024,256,14,14,1,1,1,1,0,0,0,0,sta,22178
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,23187
256,1024,14,14,1,1,1,1,0,0,0,0,sta,22182
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,23199
256,256,14,14,3,3,1,1,1,1,1,1,sta,49661
256,256,14,14,3,3,1,1,1,1,1,1,dyn,51979
1024,256,14,14,1,1,1,1,0,0,0,0,sta,22175
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,23196
256,1024,14,14,1,1,1,1,0,0,0,0,sta,22182
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,23237
256,256,14,14,3,3,1,1,1,1,1,1,sta,49665
256,256,14,14,3,3,1,1,1,1,1,1,dyn,52000
1024,256,14,14,1,1,1,1,0,0,0,0,sta,22178
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,23182
256,1024,14,14,1,1,1,1,0,0,0,0,sta,22187
